,11,12,41,101,102,141,161,181,241,242,283
X11,0,9.54050009,5.171661531,13.04932184,9.112051462,13.94990446,13.38256718,0.818804559,3.84991566,3.950888114,13.19153168
X12,9.54050009,0,4.368838559,3.508821747,0.428448628,4.409404372,3.842067095,10.35930465,6.562407942,5.589611976,3.651031588
X41,5.171661531,4.368838559,0,7.877660306,3.940389931,8.77824293,8.210905654,5.99046609,2.193569384,1.220773417,8.019870147
X101,13.04932184,3.508821747,7.877660306,0,3.937270375,2.472582624,1.905245348,13.8681264,10.07122969,9.098433723,0.142209841
X102,9.112051462,0.428448628,3.940389931,3.937270375,0,4.837852999,4.270515723,9.930856021,6.133959315,5.161163348,4.079480216
X141,13.94990446,4.409404372,8.77824293,2.472582624,4.837852999,0,0.567337277,14.76870902,10.97181231,9.999016347,2.614792465
X161,13.38256718,3.842067095,8.210905654,1.905245348,4.270515723,0.567337277,0,14.20137174,10.40447504,9.431679071,2.047455189
X181,0.818804559,10.35930465,5.99046609,13.8681264,9.930856021,14.76870902,14.20137174,0,4.668720219,4.769692673,14.01033624
X241,3.84991566,6.562407942,2.193569384,10.07122969,6.133959315,10.97181231,10.40447504,4.668720219,0,0.972795966,10.21343953
X242,3.950888114,5.589611976,1.220773417,9.098433723,5.161163348,9.999016347,9.431679071,4.769692673,0.972795966,0,9.240643564
X283,13.19153168,3.651031588,8.019870147,0.142209841,4.079480216,2.614792465,2.047455189,14.01033624,10.21343953,9.240643564,0
