,15,45,65,85,263,22,84,104,105,203,23,165,16,24,66,67,68,83,144,166,184,204,229,265,266,29,46,49,73,74,86,107,108,109,126,145,146,150,167,168,185,191,207,208,209,210,226,244,248,264,286
X15,0,8.432971839,0.188,0,0.701104604,11.76570801,5.516719341,9.579465061,9.579465061,8.609807572,14.0622033,14.92464791,24.64493584,28.19768905,27.48263099,24.64493584,24.0694765,24.80300713,15.92449887,22.10621296,22.48976691,26.56503415,23.9304765,20.59481948,23.2454765,63.30643124,27.62902937,64.33839181,63.14143124,63.14143124,72.20453361,71.94492862,69.99802949,62.91443124,58.76537929,36.64770657,69.06858863,62.01268745,79.54946794,69.99802949,79.85096755,62.91443124,75.63317941,61.79295563,64.86458348,71.28399547,62.7178728,28.95761276,64.67467299,27.08595787,70.16291169
X45,8.432971839,0,8.244971839,8.432971839,9.134076443,20.19867985,13.94969118,18.0124369,18.0124369,17.04277941,22.49517514,23.35761975,33.07790767,36.63066089,35.91560283,33.07790767,32.50244834,33.23597896,24.35747071,30.5391848,30.92273875,34.99800599,32.36344834,29.02779132,31.67844834,71.73940308,36.06200121,72.77136365,71.57440308,71.57440308,80.63750544,80.37790046,78.43100132,71.34740308,67.19835113,45.0806784,77.50156047,70.44565929,87.98243978,78.43100132,88.28393939,71.34740308,84.06615125,70.22592747,73.29755532,79.71696731,71.15084464,37.3905846,73.10764483,35.51892971,78.59588353
X65,0.188,8.244971839,0,0.188,0.889104604,11.95370801,5.704719341,9.767465061,9.767465061,8.797807572,14.2502033,15.11264791,24.83293584,28.38568905,27.67063099,24.83293584,24.2574765,24.99100713,16.11249887,22.29421296,22.67776691,26.75303415,24.1184765,20.78281948,23.4334765,63.49443124,27.81702937,64.52639181,63.32943124,63.32943124,72.39253361,72.13292862,70.18602949,63.10243124,58.95337929,36.83570657,69.25658863,62.20068745,79.73746794,70.18602949,80.03896755,63.10243124,75.82117941,61.98095563,65.05258348,71.47199547,62.9058728,29.14561276,64.86267299,27.27395787,70.35091169
X85,0,8.432971839,0.188,0,0.701104604,11.76570801,5.516719341,9.579465061,9.579465061,8.609807572,14.0622033,14.92464791,24.64493584,28.19768905,27.48263099,24.64493584,24.0694765,24.80300713,15.92449887,22.10621296,22.48976691,26.56503415,23.9304765,20.59481948,23.2454765,63.30643124,27.62902937,64.33839181,63.14143124,63.14143124,72.20453361,71.94492862,69.99802949,62.91443124,58.76537929,36.64770657,69.06858863,62.01268745,79.54946794,69.99802949,79.85096755,62.91443124,75.63317941,61.79295563,64.86458348,71.28399547,62.7178728,28.95761276,64.67467299,27.08595787,70.16291169
X263,0.701104604,9.134076443,0.889104604,0.701104604,0,11.0646034,4.815614737,8.878360457,8.878360457,7.908702968,13.36109869,14.2235433,23.94383123,27.49658444,26.78152639,23.94383123,23.3683719,24.10190252,15.22339427,21.40510836,21.7886623,25.86392955,23.2293719,19.89371488,22.5443719,62.60532663,26.92792476,63.6372872,62.44032663,62.44032663,71.503429,71.24382401,69.29692488,62.21332663,58.06427469,35.94660196,68.36748402,61.31158284,78.84836333,69.29692488,79.14986295,62.21332663,74.93207481,61.09185102,64.16347888,70.58289087,62.01676819,28.25650816,63.97356839,26.38485326,69.46180709
X22,11.76570801,20.19867985,11.95370801,11.76570801,11.0646034,0,6.248988667,2.186242947,2.186242947,3.155900436,2.296495289,3.158939901,12.87922783,16.43198104,15.71692299,12.87922783,12.30376849,13.03729912,4.158790864,10.34050495,10.7240589,14.79932614,12.16476849,8.829111477,11.47976849,51.54072323,15.86332136,52.5726838,51.37572323,51.37572323,60.4388256,60.17922061,58.23232148,51.14872323,46.99967128,24.88199856,57.30288062,50.24697944,67.78375993,58.23232148,68.08525954,51.14872323,63.86747141,50.02724762,53.09887548,59.51828746,50.95216479,17.19190475,52.90896498,15.32024986,58.39720368
X84,5.516719341,13.94969118,5.704719341,5.516719341,4.815614737,6.248988667,0,4.06274572,4.06274572,3.093088231,8.545483956,9.407928568,19.12821649,22.68096971,21.96591165,19.12821649,18.55275716,19.28628779,10.40777953,16.58949362,16.97304757,21.04831481,18.41375716,15.07810014,17.72875716,57.7897119,22.11231003,58.82167247,57.6247119,57.6247119,66.68781427,66.42820928,64.48131014,57.3977119,53.24865995,31.13098723,63.55186929,56.49596811,74.0327486,64.48131014,74.33424821,57.3977119,70.11646007,56.27623629,59.34786414,65.76727613,57.20115346,23.44089342,59.15795365,21.56923853,64.64619235
X104,9.579465061,18.0124369,9.767465061,9.579465061,8.878360457,2.186242947,4.06274572,0,0,0.969657489,4.482738236,5.345182848,15.06547077,18.61822399,17.90316593,15.06547077,14.49001144,15.22354207,6.345033811,12.5267479,12.91030185,16.98556909,14.35101144,11.01535442,13.66601144,53.72696618,18.04956431,54.75892675,53.56196618,53.56196618,62.62506855,62.36546356,60.41856442,53.33496618,49.18591423,27.06824151,59.48912357,52.43322239,69.97000288,60.41856442,70.27150249,53.33496618,66.05371435,52.21349057,55.28511842,61.70453041,53.13840774,19.3781477,55.09520793,17.50649281,60.58344663
X105,9.579465061,18.0124369,9.767465061,9.579465061,8.878360457,2.186242947,4.06274572,0,0,0.969657489,4.482738236,5.345182848,15.06547077,18.61822399,17.90316593,15.06547077,14.49001144,15.22354207,6.345033811,12.5267479,12.91030185,16.98556909,14.35101144,11.01535442,13.66601144,53.72696618,18.04956431,54.75892675,53.56196618,53.56196618,62.62506855,62.36546356,60.41856442,53.33496618,49.18591423,27.06824151,59.48912357,52.43322239,69.97000288,60.41856442,70.27150249,53.33496618,66.05371435,52.21349057,55.28511842,61.70453041,53.13840774,19.3781477,55.09520793,17.50649281,60.58344663
X203,8.609807572,17.04277941,8.797807572,8.609807572,7.908702968,3.155900436,3.093088231,0.969657489,0.969657489,0,5.452395725,6.314840337,16.03512826,19.58788148,18.87282342,16.03512826,15.45966893,16.19319955,7.3146913,13.49640539,13.87995934,17.95522658,15.32066893,11.98501191,14.63566893,54.69662367,19.0192218,55.72858424,54.53162367,54.53162367,63.59472603,63.33512104,61.38822191,54.30462367,50.15557172,28.03789899,60.45878105,53.40287988,70.93966037,61.38822191,71.24115998,54.30462367,67.02337184,53.18314806,56.25477591,62.6741879,54.10806523,20.34780519,56.06486542,18.47615029,61.55310412
X23,14.0622033,22.49517514,14.2502033,14.0622033,13.36109869,2.296495289,8.545483956,4.482738236,4.482738236,5.452395725,0,0.862444612,10.58273254,14.13548575,13.4204277,10.58273254,10.00727321,10.74080383,1.862295575,8.044009662,8.427563612,12.50283086,9.868273205,6.532616187,9.183273205,49.24422794,13.56682607,50.27618851,49.07922794,49.07922794,58.14233031,57.88272532,55.93582619,48.85222794,44.70317599,22.58550327,55.00638533,47.95048415,65.48726464,55.93582619,65.78876425,48.85222794,61.57097612,47.73075233,50.80238019,57.22179217,48.6556695,14.89540947,50.61246969,13.02375457,56.10070839
X165,14.92464791,23.35761975,15.11264791,14.92464791,14.2235433,3.158939901,9.407928568,5.345182848,5.345182848,6.314840337,0.862444612,0,9.720287926,13.27304114,12.55798308,9.720287926,9.144828593,9.878359217,0.999850963,7.18156505,7.565119,11.64038624,9.005828593,5.670171575,8.320828593,48.38178333,12.70438146,49.4137439,48.21678333,48.21678333,57.2798857,57.02028071,55.07338158,47.98978333,43.84073138,21.72305866,54.14394072,47.08803954,64.62482003,55.07338158,64.92631964,47.98978333,60.7085315,46.86830772,49.93993557,56.35934756,47.79322489,14.03296485,49.75002508,12.16130996,55.23826378
X16,24.64493584,33.07790767,24.83293584,24.64493584,23.94383123,12.87922783,19.12821649,15.06547077,15.06547077,16.03512826,10.58273254,9.720287926,0,3.552753214,2.837695158,0,7.903265604,0.570491071,8.720436963,2.538722876,6.323556011,1.920098318,7.764265604,4.05011635,7.079265604,47.14022034,11.46281847,48.17218091,46.97522034,46.97522034,56.03832271,55.77871772,53.83181859,46.74822034,42.59916839,20.48149567,52.90237773,45.84647655,63.38325704,53.83181859,63.68475665,46.74822034,59.46696851,45.62674473,48.69837258,55.11778457,46.5516619,12.79140186,48.50846209,10.91974697,53.99670079
