,3,19,40,50,51,54,75,90,91,110,111,112,128,132,151,152,153,192,193,214,215,224,232,239,249,254,272,290,295,89
X3,0,26.33451382,7.060937678,10.67223436,8.788871355,14.65796999,1.564085741,30.79517397,0.907884066,32.38106231,2.260429852,2.513709073,5.936876743,2.514709073,4.178542384,21.98225733,9.943222583,3.736756714,4.178542384,4.276542384,4.276542384,10.85003188,4.539991012,13.82210834,10.56123436,22.43125733,7.346707924,4.598542384,1.780644182,23.79516325
X19,26.33451382,0,19.27357615,37.00674818,35.12338518,11.67654384,27.89859956,4.460660149,25.42662976,6.046548488,28.59494368,28.8482229,20.39763708,28.8492229,30.51305621,4.352256491,16.39129124,30.07127054,30.51305621,30.61105621,30.61105621,37.1845457,30.87450484,25.18369613,36.89574818,3.903256491,33.68122175,30.93305621,28.11515801,2.539350578
X40,7.060937678,19.27357615,0,17.73317203,15.84980903,7.597032311,8.625023419,23.73423629,6.153053613,25.32012463,9.321367531,9.574646751,1.124060936,9.575646751,11.23948006,14.92131965,2.882284905,10.79769439,11.23948006,11.33748006,11.33748006,17.91096956,11.60092869,6.761170661,17.62217203,15.37031965,14.4076456,11.65948006,8.84158186,16.73422557
X50,10.67223436,37.00674818,17.73317203,0,1.883363,25.33020434,9.108148615,41.46740833,11.58011842,43.05329667,8.411804503,8.158525282,16.6091111,8.157525282,6.493691971,32.65449169,20.61545694,6.935477642,6.493691971,6.395691971,6.395691971,12.65318146,6.343140599,24.49434269,0.111,33.10349169,3.325526431,6.073691971,8.891590173,34.4673976
X51,8.788871355,35.12338518,15.84980903,1.883363,0,23.44684134,7.224785614,39.58404533,9.69675542,41.16993367,6.528441502,6.275162282,14.7257481,6.274162282,4.610328971,30.77112869,18.73209394,5.052114641,4.610328971,4.512328971,4.512328971,10.76981846,4.459777598,22.61097969,1.772363,31.22012869,1.442163431,4.190328971,7.008227173,32.5840346
X54,14.65796999,11.67654384,7.597032311,25.33020434,23.44684134,0,16.22205573,16.13720398,13.75008592,17.72309232,16.91839984,17.17167906,8.721093246,17.17267906,18.83651237,7.324287344,4.714747406,18.3947267,18.83651237,18.93451237,18.93451237,25.50800187,19.197961,13.50715229,25.21920434,7.773287344,22.00467791,19.25651237,16.43861417,9.137193258
X75,1.564085741,27.89859956,8.625023419,9.108148615,7.224785614,16.22205573,0,32.35925971,2.471969806,33.94514805,0.696344112,0.949623332,7.500962483,0.950623332,2.614456644,23.54634307,11.50730832,2.172670973,2.614456644,2.712456644,2.712456644,9.285946137,2.975905271,15.38619408,8.997148615,23.99534307,5.782622184,3.034456644,0.216558441,25.35924899
X90,30.79517397,4.460660149,23.73423629,41.46740833,39.58404533,16.13720398,32.35925971,0,29.88728991,1.585888339,33.05560382,33.30888305,24.85829723,33.30988305,34.97371636,8.81291664,20.85195139,34.53193069,34.97371636,35.07171636,35.07171636,41.64520585,35.33516498,29.64435628,41.35640833,8.36391664,38.1418819,35.39371636,32.57581815,7.000010726
X91,0.907884066,25.42662976,6.153053613,11.58011842,9.69675542,13.75008592,2.471969806,29.88728991,0,31.47317825,3.168313918,3.421593138,5.028992677,3.422593138,5.08642645,21.07437327,9.035338517,4.644640779,5.08642645,5.18442645,5.18442645,11.75791594,5.447875077,12.91422427,11.46911842,21.52337327,8.25459199,5.50642645,2.688528247,22.88727918
